username,created_at,lng,lat,text, ,,
pdxpolicelog, Thu Apr 23 17:38:02 +0000 2020,-122.500142,45.504418, THEFT - COLD at 15800 SE DIVISION ST, PORT [Portland Police #PP20000132037] 10:15 #pdx911 ,,
AndrewLBaker, Thu Apr 23 17:38:02 +0000 2020,-120.583402,44.145437, @StrokerAceKid @MW55 @WaltripBrewing Is it weird that I kinda just want a coaster? Those are sweet! ,,,
pdxpolicelog, Thu Apr 23 17:38:02 +0000 2020,-122.695534,45.467189, UNWANTED PERSON at 7900 SW 17TH AVE, PORT [Portland Police #PP20000132041] 10:12 #pdx911 ,,
JasmineArment, Thu Apr 23 17:38:03 +0000 2020,-120.583402,44.145437, @danadonly i’m on good terms with one of them ,,,
Curiel_19, Thu Apr 23 17:38:03 +0000 2020,-120.252874,47.424134, Love dont live here, and it don't even visit. ,,
allyct1200, Thu Apr 23 17:38:12 +0000 2020,-120.583402,44.145437, @Cenzington Still looks great though!! Keep up the awesome work 💖💖💖 tbh, I’m still learning myself. ,,
morganncline, Thu Apr 23 17:38:13 +0000 2020,-117.079576,47.663557, Yes but they purposely picked people who were clearly like addicted to sex. Like a bitch cried when she found out t… https://t.co/F12TdKfWpY ,,,
MaamDott1, Thu Apr 23 17:38:15 +0000 2020,-122.630908,45.536402, @MsToyaBabii229 Praying ,,,
sharethecities, Thu Apr 23 17:38:18 +0000 2020,-122.330602,47.614817, Really don’t understand why this keeps coming up as a priority for our city, our district when funds are so scarce… https://t.co/figsPGsL1c ,,
knoxmecon, Thu Apr 23 17:38:19 +0000 2020,-122.330602,47.614817, Wow, this is an important thread and a very different conclusion than that 88% mortality number.  Has COVID-19 caus… https://t.co/utmgfBwLLY ,,
call_me_rory, Thu Apr 23 17:38:20 +0000 2020,-122.330602,47.614817, Getting warranty support on our Burrow sofa during quarantine is not what I had in mind for the day. ,,,
NewGirlSam, Thu Apr 23 17:38:24 +0000 2020,-122.192819,47.813016, In the last 24hrs I’ve had 20 different men ask me if I have an onlyfans, I guess it’s time to give the people what they want 🥰 ,,
tmj_pdx_constru, Thu Apr 23 17:38:25 +0000 2020,-122.989827,45.522894," Have you ever had a role like ""Safety Specialist / Professional - FT""? What did you like most about that job? #safetyjobs #Hillsboro", OR ,,
steveconsultsp1, Thu Apr 23 17:38:28 +0000 2020,-117.434547,47.667438, How much?  It looks like a Stock SS Nova with a 327.🤔🇺🇸😎🏁 ,,,
femmesyrienne, Thu Apr 23 17:38:35 +0000 2020,-96.307306,65.838115, @mebutweirder nonnn 💀 je peux pas respirer khalas ,,,
LolaCoquette, Thu Apr 23 17:38:36 +0000 2020,-122.630908,45.536402, Looooooovvvve @KarenKilgariff 💜#SSDGM ,,,
_NancyMD, Thu Apr 23 17:38:38 +0000 2020,-122.630908,45.536402, Community! Community gah ,,,
Macabre_Kitty, Thu Apr 23 17:38:41 +0000 2020,-122.633393,45.738279, @WanderinBritchz And even a few typos as per on brand hahaha 🤣🤷‍♂️ ,,,
Jennifeer_x, Thu Apr 23 17:38:44 +0000 2020,-122.192819,47.813016, 😭😭😭😭😭😭😭😭😭😭😭?? ,,,
carloncouncil, Thu Apr 23 17:38:45 +0000 2020,-123.421838,48.581983, @BCLions @VancityReynolds @theweeknd @Nickelback @ShaniaTwain @RachelAMcAdams @CFL 6, 8 &amp; 7! ,,
Johtus1288, Thu Apr 23 17:38:46 +0000 2020,-120.583402,44.145437, Damnit I don’t have a naughty mind... 😔 I saw the duck in 5 seconds. ,,,
MaamDott1, Thu Apr 23 17:38:46 +0000 2020,-122.630908,45.536402, @BrodaFemo 😩 ,,,
Chadmmmk, Thu Apr 23 17:38:50 +0000 2020,-122.330602,47.614817, @siegelka @darth @delawarehumane Best. Name. Ever. Well done. ,,,
vvalecillosg, Thu Apr 23 17:38:50 +0000 2020,-122.192819,47.813016, I swear I will never do online school anymore ,,,
chelsienoel_, Thu Apr 23 17:38:51 +0000 2020,-122.330602,47.614817, @socimpactyoda This is great. So glad to see this practical application/opportunity for community service. ,,,
tmj_OR_psych, Thu Apr 23 17:38:57 +0000 2020,-122.639261,45.44623, Providence Health &amp; Services is growing! Click here to apply for this Physician position in Milwaukie, OR today.… https://t.co/ndyzXewGDp ,,
lilpaypal, Thu Apr 23 17:38:59 +0000 2020,-122.805579,45.484892, When the hell did you catch it?!?!🥺🥺🥺😔😔😔 ,,,
robchristianson, Thu Apr 23 17:38:59 +0000 2020,-122.197305,47.092632, Hey @SincroMarketing - congratulations! Looking forward to the evolution of your new brand. All the best.... https://t.co/U8d7EpvPrG ,,,
cinnamon1945, Thu Apr 23 17:39:00 +0000 2020,-120.882482,47.273022, @BrandiKruse let me say sorry for your loss however he would not want to live in prison in your own home or in a nu… https://t.co/OAu2nDmjvU ,,,
TimFromPuyallup, Thu Apr 23 17:39:00 +0000 2020,-120.882482,47.273022, @thestevenwoods Proposals at baseball games. ,,,
angelsr4u, Thu Apr 23 17:39:05 +0000 2020,-120.583402,44.145437, I’ll never be to old to crawl into bed with my mom . And that’s on comfort ,,,
allyct1200, Thu Apr 23 17:39:06 +0000 2020,-120.583402,44.145437, @MuttsAndMascara I try 😭💖 ,,,
carloncouncil, Thu Apr 23 17:39:12 +0000 2020,-123.421838,48.581983, @jeffoneilshow 6, 8 &amp; 7! ,,
kole_musgrove, Thu Apr 23 17:39:17 +0000 2020,-122.588975,45.630589, How is Joe on the high risk but Tua isn’t? ,,,
mattterror, Thu Apr 23 17:39:25 +0000 2020,-122.770073,45.376468, I need to stop looking at Facebook at just go straight to Animal Crossing in the morning. ,,,
LesleyP26, Thu Apr 23 17:39:26 +0000 2020,-122.230474,47.221013, @CityOfSumnerWA Just something to keep in mind for the future. They are nice folks. I'm sure they're working extra hard. ,,,
Dsraneh, Thu Apr 23 17:39:29 +0000 2020,-120.882482,47.273022, https://t.co/6zASaVd389 ,,,
montelakeBOB, Thu Apr 23 17:39:33 +0000 2020,-126.557612,54.112504, @VIAwesome Yeah, Vancouver is awesome alright. ,,
timothyharding, Thu Apr 23 17:39:37 +0000 2020,-122.074875,47.743503, @bjwinnerdavis Because she has stuff to say - devastating stuff. ,,,
drjootz, Thu Apr 23 17:39:38 +0000 2020,-122.630908,45.536402, IL-6: cytokine that inhibits CD4 T cell differentiation; elevated with number of viral infxns. 5/9 peds patients w… https://t.co/IzcjVmIFXe ,,,
LSelvar, Thu Apr 23 17:39:39 +0000 2020,-122.296489,47.442583, @HayleyRocksU 🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋ME!🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋 ,,,
MaamDott1, Thu Apr 23 17:39:42 +0000 2020,-122.630908,45.536402, @opuro_nkwan https://t.co/N6G0qkctYT ,,,
hoffa___, Thu Apr 23 17:39:42 +0000 2020,-122.630908,45.536402, https://t.co/1C6WYoKXLH ,,,
timkol10, Thu Apr 23 17:39:44 +0000 2020,-122.765409,47.039416, @Podolski10 @Arsenal Poldi!!! ,,,
Kimb3rlyAngul0, Thu Apr 23 17:39:47 +0000 2020,-122.296489,47.442583, 🌸 🐈 https://t.co/e9hN4M2ahd ,,,
SpencerMarona, Thu Apr 23 17:39:48 +0000 2020,-122.551095,45.410135, #USCongress #Vote #2020election ,,,
cainmarkj, Thu Apr 23 17:39:49 +0000 2020,-117.434547,47.667438, What you hope for shapes what you live for... ,,,
Jennsweeney0507, Thu Apr 23 17:39:49 +0000 2020,-117.051966,46.413097, Not bad for painting. Aladdin for the first time.!!!!!  On canvas next.! Birthday present for @jamessmurray !! https://t.co/CYSR9lpgGu ,,,
LaurenSchlaeppi, Thu Apr 23 17:39:50 +0000 2020,-122.218075,47.392311, @kayajmorris @Brooklynfacts1 @thehill Move to Moscow comrade ,,,
elijahteter, Thu Apr 23 17:39:54 +0000 2020,-122.266,45.3975, One of the most powerful interviews you will ever see, honored to be on @snowprocamp talking with Kevin about growi… https://t.co/ftFXPlXZQ5 ,,
cptpartytits, Thu Apr 23 17:39:57 +0000 2020,-122.630908,45.536402, @PNWAwokenDaddy I’ve been hearing good things for awhile, glad I finally got around to watching it. ,,
GTJennyHerndon, Thu Apr 23 17:40:00 +0000 2020,-122.413071,45.503979, Happy birthday to the best General Manager that anyone could ever ask for! bill.james.58910049 is a quiet leader. H… https://t.co/tPBxBEC0LG ,,,
spicylemonsauce, Thu Apr 23 17:40:01 +0000 2020,-114.143262,45.494552, I got a hearty cackle from this😂😂😂😂😂 ,,,
BournePoly11, Thu Apr 23 17:40:01 +0000 2020,-120.882482,47.273022, @kalanfrfr 😂 i don’t be getting that bro 🤦🏾‍♂️ ,,,
pdxpolicelog, Thu Apr 23 17:40:01 +0000 2020,-122.529633,45.483645, HAZARD - HAZARDOUS CONDITION at 13000 SE HAROLD ST, PORT [Portland Police #PP20000132069] 10:33 #pdx911 ,,
ClassicLana_, Thu Apr 23 17:40:03 +0000 2020,-122.351716,48.723973, I think I watch my @bexmader cameo at least 5 times each day. I’m so happy I have something to look at everyday tha… https://t.co/fDliaAVocv ,,,
KySheBahtYas, Thu Apr 23 17:40:06 +0000 2020,-122.15057,48.168642, It's Such A Beautiful Ting To Be Brought Together In Righteousness One Nation One Family All Of #JACOBS Children Un… https://t.co/2Rrw40pzYo ,,,
movinmeat, Thu Apr 23 17:40:10 +0000 2020,-122.074875,47.743503, Wow ,,,
centristSpokane, Thu Apr 23 17:40:11 +0000 2020,-117.434547,47.667438, @ModerateWill @redskin_potato Some of the trades ppl are criticizing Loefgler for are ridiculous. Late Feb early Ma… https://t.co/k5CG2odgnA ,,,
Rivera_Neo08, Thu Apr 23 17:40:14 +0000 2020,-122.438602,45.545501, My niners finna change da game today!! ,,,
BMeece92, Thu Apr 23 17:40:17 +0000 2020,-122.274055,47.905972, LAWWD the toe ring/anklet make a nigga go crazy 🥴🥴 ,,,
Heyrusso, Thu Apr 23 17:40:21 +0000 2020,-123.358379,48.42673, @mungo7873 @thorfied Next he’ll walk into a Thai massage parlour... “ oh, this isn’t Ray Jay?” ,,
Joh_Nathan96, Thu Apr 23 17:40:22 +0000 2020,-122.588975,45.630589, @Tmcilmoil Think about it ,,,
VeronicaTann1, Thu Apr 23 17:40:25 +0000 2020,-122.330602,47.614817, @m0nykaa Yeah.... it’s crazy. People went from hoarding toilet paper to flour 🙄🙄🙄 I’m just annoyed cause I can’t find any ,,,
evieluxx, Thu Apr 23 17:40:27 +0000 2020,-122.330602,47.614817, Child model years 🤓😂😂😂 https://t.co/a1nc2cR92F ,,,
JohnBathurst1, Thu Apr 23 17:40:28 +0000 2020,-122.330602,47.614817, @AngelGotti5 At least Sarah uses her brain, can't say that about cuomo. ,,
ajamirr, Thu Apr 23 17:40:30 +0000 2020,-122.205946,47.773496, @Ken_Rosenthal @EvanDrellich Stop working with Drellich Ken. He’s bringing you down. He is a “reporter “ with an ax… https://t.co/2HQOCQSxyz ,,,
KaliaJasmine, Thu Apr 23 17:40:31 +0000 2020,-122.630908,45.536402, School Girl Twerks After School by JasmineKalia @manyvids https://t.co/xTlbH223Qs ,,,
KlatuBaradaNiko, Thu Apr 23 17:40:31 +0000 2020,-122.923516,47.064528, @Planetary_Sec YupThis was in Russiahttps://t.co/qYVlHO68Xz ,,,
DancesWithRain, Thu Apr 23 17:40:31 +0000 2020,-122.330602,47.614817, @MaryBethWylie I think they must like sweaty arse too ... ,,,
izadxxra, Thu Apr 23 17:40:58 +0000 2020,-122.330602,47.614817, como que pode uma pessoa ser assim vei https://t.co/qKHxiJml1G ,,,
StonerRandoms, Thu Apr 23 17:41:01 +0000 2020,-122.630908,45.536402, @tim_portland @pdxalerts LOL!! ,,,
PUSSYRlOT, Thu Apr 23 17:41:06 +0000 2020,-122.330602,47.614817, Halloween, Friday, evil dead ,
BugHunt, Thu Apr 23 17:41:07 +0000 2020,-122.163996,47.530428, Yeah, this is what they need. Not PPE. Not ventilators. Not a coherent strategy to combat a worldwide pandemic. But… https://t.co/IQaSG8jL61 ,,
_NancyMD, Thu Apr 23 17:41:14 +0000 2020,-122.630908,45.536402, Here in #pdx, our #Chinese #community has been busy making #PPE. I’m so proud and so touched. #COVID19 #PPENow… https://t.co/F5rOFaAVlF ,,
markfromhalsey, Thu Apr 23 17:41:19 +0000 2020,-120.583402,44.145437, @LALewman Who will Donald pick on and bully next??The reporter asking intelligent questions about air traffic, and… https://t.co/K2GjkqizHh ,,
DancesWithRain, Thu Apr 23 17:41:20 +0000 2020,-122.330602,47.614817, @trueleaffarms I could eat all of that!~!!! ,,,
Macabre_Kitty, Thu Apr 23 17:41:21 +0000 2020,-122.633393,45.738279, @WanderinBritchz The owls struck me stupid initially... https://t.co/NFu3p0xejh ,,,
Billy_Purcell, Thu Apr 23 17:41:23 +0000 2020,-122.635672,45.415885, Our betters are ok with tanking the economy to get orange man. That’s how corrupt and cynical they are. ,,,
coachmunk, Thu Apr 23 17:41:27 +0000 2020,-120.583402,44.145437, @Spunkdaddy9 @BPiper18 @SwarmandPunish ,,,
Zhanike, Thu Apr 23 17:41:27 +0000 2020,-122.274055,47.905972, Кстати, у некоторых пособие по безработице получается больше, чем зарплата на заводе. Не все были рады вернуться на… https://t.co/UwVqE9LYIs ,
carpejulia, Thu Apr 23 17:41:30 +0000 2020,-122.274055,47.905972, @neilhimself An error message comes up when you click the link!!😢 ,,,
Leakri, Thu Apr 23 17:41:30 +0000 2020,-120.583402,44.145437, @AmyMcGrathKY That’s shyness we call him Moscow Mitch. We certainly can’t call him American Mitch. REMEMBER VOTE BLUE NO MATTER WHO!!!!!!! ,,,
Desert_Goddess, Thu Apr 23 17:41:32 +0000 2020,-122.061771,47.678813, @FondOfBeetles @lymanstoneky @PublicDiscourse WA state high tech companies advised workers to work from home3/5 . M… https://t.co/RSIyDUtbNq ,,,
ladylex206, Thu Apr 23 17:41:33 +0000 2020,-122.330602,47.614817, Ayeeeee ,,,
pjg321, Thu Apr 23 17:41:35 +0000 2020,-122.164527,48.088757, Reminds of a coed raved over this groupA promising Hebrew Scripture scholar.Her daddy a music executiveShe’d dat… https://t.co/zhHgBsVUoO ,,,
Doctor_Clark, Thu Apr 23 17:41:36 +0000 2020,-122.330602,47.614817, @febrarium ☺️😚 ,,,
JonathanMHenson, Thu Apr 23 17:41:36 +0000 2020,-120.882482,47.273022, Something that’s always bothered me about the Star Wars universe. Ever notice that planets always seem to have a si… https://t.co/qF7TrUTuuT ,,,
pdxali, Thu Apr 23 17:41:37 +0000 2020,-122.678249,45.518237, On a walk this morning and I spotted this cutie. 😻 @ Portland, Oregon https://t.co/gCYCRWZVrE ,,
LivDowling, Thu Apr 23 17:41:39 +0000 2020,-122.296489,47.442583, one good thing about having to wear masks in public is that I don’t have to pretend to smile all the time when I don’t want to ,,,
nikrox21, Thu Apr 23 17:41:40 +0000 2020,-119.908137,46.2585, @MrsBrandyVee Should it depend on what they did though? Or is it like people that would be getting out soon anyway?… https://t.co/k2Lf3TxLF7 ,,,
tommytewtone, Thu Apr 23 17:41:40 +0000 2020,-122.164527,48.088757, @seanhannity Doesn’t hurt that he is an idiot. Don’t need to hate him. ,,,
TonyPar36282257, Thu Apr 23 17:41:42 +0000 2020,-122.630908,45.536402, @ABC https://t.co/xnTPnQMyDu ,,,
successnow10081, Thu Apr 23 17:41:50 +0000 2020,-117.434547,47.667438, Sorry sweetheart for your loss I wish you and your family condolences. ,,,
SamanthaWillo13, Thu Apr 23 17:41:51 +0000 2020,-122.805579,45.484892, @markie_monroe @CaraRomanAuthor @Buzz_Cauldron @LibertyWaltz @TinaMoeder That's awesome Markie.. And we really do a… https://t.co/1JMZU8B5k8 ,,,
nancychatter, Thu Apr 23 17:41:52 +0000 2020,-120.882482,47.273022, @anonbene5 @soledadobrien @vsansome except it sounds more like Trump 😂 ,,,
charellischeese, Thu Apr 23 17:41:55 +0000 2020,-123.321841,48.441454, Contest alert! Culture Magazine is showing support for small local businesses. You could win a free, one year subs… https://t.co/3XTjTwG3Qf ,,
TonyPar36282257, Thu Apr 23 17:41:56 +0000 2020,-122.630908,45.536402, @ABC https://t.co/Nqr19I7DcZ ,,,
Wowchub1, Thu Apr 23 17:41:56 +0000 2020,-122.061771,47.678813, My OC's! ,,,
MyyOhhMike, Thu Apr 23 17:41:56 +0000 2020,-122.330602,47.614817, NFL draft day, I don’t wanna see another Johnny Manziel ,,
AlexanderSohl1, Thu Apr 23 17:42:01 +0000 2020,-122.46088,47.447242, What’s the percent chance you find what you’re looking for in the drier on the first time? 0. The answer is 0.#goodmorning #everydaylife ,,,
ChiefManak, Thu Apr 23 17:42:02 +0000 2020,-123.358379,48.42673, @busdriverlife @camidlifecrisis @vicpdcanada Yes. You are absolutely correct. Illicit street drug prices have essen… https://t.co/Xf306SxwlW ,,,
edemkumodzi, Thu Apr 23 17:42:03 +0000 2020,-122.061771,47.678813, @Ahomka_Ginger White paint??? 😂😂😂 you really played yourself 😂😂😂😂😂😂 ,,,
djshoemaker, Thu Apr 23 17:42:03 +0000 2020,-122.630908,45.536402, @DeAnna4Congress @BarackObama STFU, MAGA hag ,,
cinnamon1945, Thu Apr 23 17:42:04 +0000 2020,-120.882482,47.273022, @ScottPresler we all need to get this pandemic and show how the democrats want and are taking control like communis… https://t.co/FsmkFOQtm9 ,,,
vvalecillosg, Thu Apr 23 17:42:07 +0000 2020,-122.205946,47.773496, This is one of these days where I don't want to get out of bed ,,,
todd78012690, Thu Apr 23 17:42:10 +0000 2020,-120.882482,47.273022, @thesensualhub Oh my soooo sweeet!! ,,,
childishchris17, Thu Apr 23 17:42:11 +0000 2020,-120.005653,46.315174, Fell asleep last night as a simple man, woke up as a legend. 👑🤧 https://t.co/TVoig97jUP ,,
TheGr8WhiteNig, Thu Apr 23 17:42:13 +0000 2020,-122.330602,47.614817, We doin our own thang now. ,,,
nikrox21, Thu Apr 23 17:42:16 +0000 2020,-119.908137,46.2585, @El3phant_7runk I love this very much ❤️ ,,,
MichaelmPrince, Thu Apr 23 17:42:16 +0000 2020,-122.430277,48.753353, @TMobile @CBSThisMorning @AC360 😁#𝔐𝔄𝔛𝔚𝔈𝔏𝔏🦚 https://t.co/bEws98nXjy ,,,
judyposton22, Thu Apr 23 17:42:17 +0000 2020,-122.330602,47.614817, Happy memories, happy tears... ,,
ahammTNT, Thu Apr 23 17:42:19 +0000 2020,-122.455344,47.24296, @AdiJoseph Yes. ,,,
marykblackburn, Thu Apr 23 17:42:19 +0000 2020,-120.882482,47.273022, @SanMateogirl11 You say you’re a Christian. You say nasty things to someone who just lost a member of their family.… https://t.co/XdTc3Ld21Z ,,,
chuyv11, Thu Apr 23 17:42:20 +0000 2020,-119.279662,46.258178, @dezz1310 @melvxo_ *still only gets 27 likes per pic*Jk dez hahaha ,,,
BMeece92, Thu Apr 23 17:42:20 +0000 2020,-122.274055,47.905972, 🎯🎯🎯 ,,,
camillamillav, Thu Apr 23 17:42:21 +0000 2020,-122.630908,45.536402, 🙃🙃🙃 ,,,
todd78012690, Thu Apr 23 17:42:22 +0000 2020,-120.882482,47.273022, @thesensualhub Can i play too?? Plz ,,,
Bill12861, Thu Apr 23 17:42:22 +0000 2020,-122.805579,45.484892, @bfbuschi Not to mention if Michelle Obama decided to except being on the ticket then we would see a total unhinged… https://t.co/Rh2M5TMYgD ,,,
MaamDott1, Thu Apr 23 17:42:28 +0000 2020,-122.630908,45.536402, @Datgreatnigga I have God and my mother so I’ll take 1mil for the win ,,,
MurdaMan09, Thu Apr 23 17:42:31 +0000 2020,-122.551856,47.111487, @AstonGryffynn @paying_off @xboxBG What’s NT and GoT? Ninja Theory? Idk what it is. ,,,
DisneyDiamonds1, Thu Apr 23 17:42:32 +0000 2020,-122.178297,47.325447, @scottiepipm She said a arrest me so that's what he did he arrested her! ,,,
Macabre_Kitty, Thu Apr 23 17:42:33 +0000 2020,-122.633393,45.738279, @TisMeKae 💙💙💙💙💙💙 ,,,
drpynz, Thu Apr 23 17:42:34 +0000 2020,-122.804726,45.50471, @CryptoHelix Thanks! ,,,
ottrthrob, Thu Apr 23 17:42:35 +0000 2020,-122.630908,45.536402, @chrisjosephxxx 👏🏼😘 ,,,
vanityanthony, Thu Apr 23 17:42:36 +0000 2020,-122.588975,45.630589, the only man I need jk someone plz love me and give me the sex sometimes xoxo https://t.co/98bC4cpzu4 ,,,
BurniteKerry, Thu Apr 23 17:42:36 +0000 2020,-122.280014,47.469552, @funder If they aren’t dropping ppe. They can stay away ,,,
TonyPar36282257, Thu Apr 23 17:42:37 +0000 2020,-122.630908,45.536402, @petewentz @SiriusXMHits1 @SIRIUSXM https://t.co/08DUPS7F7G ,,,
williehonolulu, Thu Apr 23 17:42:39 +0000 2020,-122.218075,47.392311, @MANDlRlGMA Colonizer’s greed idolize man-made currency meanwhile destroying our home and the species living in it. ,,,
platinumchennel, Thu Apr 23 17:42:40 +0000 2020,-122.330602,47.614817, lunch walk: https://t.co/TClSNDZsMs ,,,
cptpartytits, Thu Apr 23 17:42:40 +0000 2020,-122.630908,45.536402, @unspiredprod Yeah the sanitation part of this whole thing really bothers me as well. Sex is messy after all. I rea… https://t.co/33V7uTl94c ,,,
childishchris17, Thu Apr 23 17:42:40 +0000 2020,-120.005653,46.315174, Fell asleep last night as a simple man, woke up as a legend. 👑🤧 https://t.co/nAhVCCTy1c ,,
woollybeanie, Thu Apr 23 17:42:41 +0000 2020,-122.630908,45.536402, I mean..... 🤷🏾‍♂️ https://t.co/C5Svg0GYqV ,,,
kaidupe, Thu Apr 23 17:42:42 +0000 2020,-122.061771,47.678813, Hanging out in Capetown in 2003 #throwbackthursday ,,,
josambro, Thu Apr 23 17:42:42 +0000 2020,-122.630908,45.536402, Saving to read later #taiwan #baseball ,,,
Waterdog96761, Thu Apr 23 17:42:42 +0000 2020,-117.434547,47.667438, https://t.co/oxG5hKrq5c ,,,
allyct1200, Thu Apr 23 17:42:42 +0000 2020,-120.583402,44.145437, @MakeupByJxb Everytime I see your photos, I’m so fucking weird for this, I admire your hair. How the fuck and why t… https://t.co/E2DAkvR90y ,
irishmancalahan, Thu Apr 23 17:42:45 +0000 2020,-122.330602,47.614817, @JoshHortonEDH @WHLsilvertips @EverettAquaSox Sorry man, they are losing a real talent. I look forward to reading y… https://t.co/b8KLGFr4xc ,,
BournePoly11, Thu Apr 23 17:42:47 +0000 2020,-120.882482,47.273022, Coach Kyle is the best! who y’all think we drafting? I think @__RUGGS 👀 ,,,
m_northwest991, Thu Apr 23 17:42:51 +0000 2020,-120.52976,46.594223, @Patriots I knew we wouldnt show our WAR ROOM until were on the clock hahaha ,,,
edemkumodzi, Thu Apr 23 17:42:51 +0000 2020,-122.061771,47.678813, @OleleSalvador I was just about to ask how did the police get there so quickly. ,,,
ZachWallsTV, Thu Apr 23 17:42:52 +0000 2020,-117.434547,47.667438, Another 🅱️orey 🅱️ispert Alert ,,,
IanSymmonds, Thu Apr 23 17:42:54 +0000 2020,-122.739045,45.466599, What We Can Learn From Tennis About COVID-19 Strategy   https://t.co/sLrOCjLAJA ,,,
djshoemaker, Thu Apr 23 17:42:56 +0000 2020,-122.630908,45.536402, @DeAnna4Congress Soulless? Grow the fuck up ,,,
JamieBoudreau, Thu Apr 23 17:42:56 +0000 2020,-122.330602,47.614817, Listening to Etta James stutter stream in an empty bar feels strangely apocalyptic. I’m talking BioShock levels of eeriness... ,,,
cptpartytits, Thu Apr 23 17:42:56 +0000 2020,-122.630908,45.536402, @unspiredprod Thank you 😊🙏🏼 ,,,
KatSimsElderkin, Thu Apr 23 17:43:01 +0000 2020,-122.330602,47.614817, @HutchinsMatt I had a grilled cheese for breakfast yesterday. It was clear early on that the day was gonna be tough. ,,,
todd78012690, Thu Apr 23 17:42:58 +0000 2020,-120.882482,47.273022, @thesensualhub You are sooooo sweeeet!! ,,,
MinusPeach, Thu Apr 23 17:43:02 +0000 2020,-122.330602,47.614817, I haven’t been on a bus in months because of covid. I’m really excited to have to go to Ballard today and have to take a bus. ,,,
ivyalice79, Thu Apr 23 17:43:03 +0000 2020,-117.434547,47.667438, Trump 2020 ,,,
la_kops, Thu Apr 23 17:43:03 +0000 2020,-122.630908,45.536402, @tnicholsmd And PAs and NPs and midwives!! ,,,
JohnBathurst1, Thu Apr 23 17:43:04 +0000 2020,-122.330602,47.614817, @AngelGotti5 Ah-oh. I love to watch both back to back, am I safe or am I going to be buried via corona, simply beca… https://t.co/FUcedQshVG ,
ReynoldsforUs, Thu Apr 23 17:43:05 +0000 2020,-122.630908,45.536402, @Nikiley It's the Willamette week endorsement interview, I'm pretty sure they publish those, but no idea when that is. ,
bergstrom_brian, Thu Apr 23 17:43:07 +0000 2020,-122.300129,47.827984, @kurtricketts @AaronQ13Fox @GovInslee How he is choosing to deal with it is killing this state.  “Self destruction”… https://t.co/IxhsLEIUZd ,,,
CosmicCactusKnG, Thu Apr 23 17:43:09 +0000 2020,-122.149768,47.597856, When I meet people who say they love animal Collective but they really fuck with the early shit only I know how wei… https://t.co/cUtIlhiZKT ,,,
ahammTNT, Thu Apr 23 17:43:10 +0000 2020,-122.455344,47.24296, https://t.co/NvOtmEfgJd ,,,
DrJeckyll981, Thu Apr 23 17:43:14 +0000 2020,-120.882482,47.273022, So, Just once on the @PriceIsRight I'd like to see:Bob Brown come on down!Jim Johnson come on down!Dave Jones co… https://t.co/gjY1HdIRtT ,,
grnba11, Thu Apr 23 17:43:15 +0000 2020,-120.583402,44.145437, @atrupar @VossLily https://t.co/RA3HGtWGXN ,,,
UppityBi, Thu Apr 23 17:43:17 +0000 2020,-122.330602,47.614817, @tjklune Oh the things I want to say. ,,,
mandiringgmedia, Thu Apr 23 17:43:17 +0000 2020,-122.34113,47.606394, Little gloomy out this morning, but not too cold with a few breaks of rain. ☂️ #seattle @ClaireKIRO7… https://t.co/eHvgQTbNCN ,,
usillee, Thu Apr 23 17:43:19 +0000 2020,-122.406729,47.580989, So much music to organize. 😂 @ Alki Beach Park https://t.co/62bACwsY4p ,,,
Bill12861, Thu Apr 23 17:43:20 +0000 2020,-122.805579,45.484892, @mdnij34 Yep.. ,,,
ottrthrob, Thu Apr 23 17:43:25 +0000 2020,-122.630908,45.536402, @anthoni_hardie Cause you’re so polite about it. ,,,
ScubaSteve_33, Thu Apr 23 17:43:30 +0000 2020,-117.282735,47.649746, @funkyfresh303 😂😂 ,,,
TonyPar36282257, Thu Apr 23 17:43:32 +0000 2020,-122.630908,45.536402, @petewentz @Spotify This is State Farm's attorney they wanted sex for money and my secretary got paid. Daniel Cross… https://t.co/SLxxoNU03z ,,,
MurdaMan09, Thu Apr 23 17:43:35 +0000 2020,-122.551856,47.111487, More from #ControlRemedy @ControlRemedy https://t.co/sZkLp4xDuB ,,,
PSRVolleyball, Thu Apr 23 17:43:41 +0000 2020,-122.33729,48.168243, If your club is doing any virtual activities, here’s the wavier for your parent or guardian to give the OK!… https://t.co/6QoMEsImDk ,,
jjerm, Thu Apr 23 17:43:43 +0000 2020,-122.330602,47.614817, @jordansnaval Lol yeah I’ll be on after I workout today. Probably 630ish ,,,
lauren_nelander, Thu Apr 23 17:43:44 +0000 2020,-122.669236,47.561802, Ugh @braggster253 our types 😂 ,,,
peachsub2, Thu Apr 23 17:43:46 +0000 2020,-122.630908,45.536402, Miley Cyrus inspires me with her  self expression ,,,
ottrthrob, Thu Apr 23 17:43:46 +0000 2020,-122.630908,45.536402, @GoYanks0516 @GuyBoneXXX @Rampant_One Thanks boo 😘😘 ,,,
vanityanthony, Thu Apr 23 17:43:46 +0000 2020,-122.588975,45.630589, I made a bomb breakfast, someone wife me up https://t.co/YxjQQSvHY8 ,,
